formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,eform oxygen,e_form,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
MnErO3,Mn,Er,4.22,4.22,4.22,90,90,90,0,cubic,15.035,1.195,-2.457,-1.928,1.079,Mn1 Er1 O3,8,68,60,23.4,18.48,8,35,87,52,69.6,20.88,87,15.9994,167.259,151.2596,54.039049,45.6475788,15.9994,54.8,1770,1715.2,690.68,763.056,54.8,3,16,13,11.6,5.28,16,2,6,4,3.2,1.44,2,66,189,123,105.2,47.04,66,1.24,3.44,2.2,2.622,0.9816,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,12,12,2.4,3.84,0,6,14,8,7.8,2.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,2,2,0.4,0.64,0,2,5,3,2.6,0.96,2,9.105,30.585,21.48,13.67751724,6.762993103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,217,205,89.4,92.88,12,Mn3+1 Er3+1 O2-3,-2,3,5,3.273268354
TmSnO3,Tm,Sn,4.091,4.091,4.091,90,90,90,0,cubic,13.69,0.001,2.161,-1.928,0.945,Tm1 Sn1 O3,8,69,61,28.6,24.72,8,37,87,50,75.6,15.44,87,15.9994,168.93421,152.93481,67.128482,61.3548984,15.9994,54.8,1818,1763.2,497.496,531.2352,54.8,3,16,13,13,4,16,2,6,4,3.4,1.68,2,66,190,124,105.4,47.28,66,1.25,3.44,2.19,2.706,0.8808,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,13,13,2.6,4.16,0,6,15,9,9.4,4.08,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,1,1,0.2,0.32,0,1,4,3,2.2,0.72,2,9.105,33.285,24.18,18.076,10.7652,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,74.2,74.64,12,Tm3+1 Sn3+1 O2-3,-2,3,5,3.273268354
CoTaO3,Co,Ta,3.951,3.951,3.951,90,90,90,0,cubic,12.331,0.482,3.834,-1.928,0.549,Co1 Ta1 O3,8,73,65,24.8,20.16,8,48,87,39,73.4,16.32,87,15.9994,180.94788,164.94848,57.575855,49.891746,15.9994,54.8,3290,3235.2,1044.48,1187.616,54.8,5,16,11,12.4,4.32,16,2,6,4,3.2,1.44,2,66,170,104,98.8,39.36,66,1.5,3.44,1.94,2.74,0.84,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,2,2.4,0,0,14,14,2.8,4.48,0,6,19,13,9.2,3.92,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,2,2.4,0,0,0,0,0,0,0,2,7,5,3.2,1.52,2,9.105,18.12,9.015,11.136,2.7936,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,229,217,91.8,95.76,12,Co+1 Ta5+1 O2-3,-2,5,7,3.683941988
ThPdO3,Th,Pd,4.031,4.031,4.031,90,90,90,0,cubic,13.1,0,0.306,-1.925,0.877,Th1 Pd1 O3,8,90,82,32,28.8,8,16,87,71,67.8,23.04,87,15.9994,232.03806,216.03866,77.291252,73.5502224,15.9994,54.8,2023,1968.2,803.09,897.948,54.8,3,16,13,12.2,4.56,16,2,7,5,3.6,1.92,2,66,206,140,108.6,51.12,66,1.3,3.44,2.14,2.764,0.8112,3.44,0,2,2,1.6,0.64,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,0,0,0,0,0,4,10,6,6.4,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,32.37,23.265,14.819,7.0204,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Th4+1 Pd2+1 O2-3,-2,4,6,3.380617019
TcHfO3,Tc,Hf,4.072,4.072,4.072,90,90,90,0.925,cubic,13.507,1,1.949,-1.925,0.888,Tc1 Hf1 O3,8,72,64,27.8,23.76,8,45,87,42,71.8,18.24,87,15.9994,178.49,162.4906,64.89764,58.677888,15.9994,54.8,2506,2451.2,1020.08,1158.336,54.8,4,16,12,11.8,5.04,16,2,6,4,3.4,1.68,2,66,175,109,104,45.6,66,1.3,3.44,2.14,2.704,0.8832,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.4,1.68,0,0,14,14,2.8,4.48,0,6,18,12,8.6,3.76,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,2.6,3.12,0,0,0,0,0,0,0,2,8,6,3.8,2.16,2,9.105,22.2,13.095,12.76,4.386,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Tc2+1 Hf4+1 O2-3,-2,4,6,3.380617019
RhPrO3,Rh,Pr,5.542,5.911,8.498,90,90,90,0.344,orthorhombic,13.917,-0.001,-6.823,-1.925,0.39,Rh1 Pr1 O3,8,59,51,25.6,21.12,8,17,87,70,67.4,23.52,87,15.9994,140.90765,124.90825,58.36227,50.835444,15.9994,54.8,2237,2182.2,721.08,799.536,54.8,3,16,13,12,4.8,16,2,6,4,3.4,1.68,2,66,203,137,108.6,51.12,66,1.13,3.44,2.31,2.746,0.8328,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,3,3,0.6,0.96,0,5,9,4,6.4,1.04,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,11,11,2.2,3.52,0,2,11,9,4,2.8,2,9.105,35.675,26.57,15.326,8.1396,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Rh3+1 Pr3+1 O2-3,-2,3,5,3.273268354
SmAgO3,Sm,Ag,5.524,6.009,7.871,90,90,90,0,orthorhombic,13.064,0,-0.168,-1.924,0.039,Sm1 Ag1 O3,8,62,54,26.6,22.32,8,23,87,64,69.8,20.64,87,15.9994,150.36,134.3606,61.24528,54.295056,15.9994,54.8,1345,1290.2,548.866,592.8792,54.8,3,16,13,12.4,4.32,16,2,6,4,3.4,1.68,2,66,198,132,108.2,50.64,66,1.17,3.44,2.27,2.684,0.9072,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,6,6,1.2,1.92,0,6,11,5,7.4,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,1,8,7,3,2,2,9.105,33.23,24.125,15.375,7.524,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,85.4,88.08,12,Sm3+1 Ag3+1 O2-3,-2,3,5,3.273268354
MgMoO3,Mg,Mo,3.912,3.912,3.912,90,90,90,0,cubic,11.972,0.001,3.429,-1.924,0.597,Mg1 Mo1 O3,8,42,34,15.6,10.56,8,50,87,37,75.8,13.44,87,15.9994,95.96,79.9606,33.65264,24.922944,15.9994,54.8,2896,2841.2,796.68,890.256,54.8,2,16,14,11.2,5.76,16,2,5,3,2.8,0.96,2,66,154,88,98.6,39.12,66,1.31,3.44,2.13,2.758,0.8184,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,5.2,1.28,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,22.89,13.785,13.179,4.8888,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Mg2+1 Mo4+1 O2-3,-2,4,6,3.380617019
PrKO3,Pr,K,6.21,6.319,9.813,90,90,90,0,orthorhombic,19.251,0.4,-3.324,-1.922,0.447,Pr1 K1 O3,8,59,51,20.4,15.44,8,3,87,84,56.2,36.96,87,15.9994,140.90765,124.90825,45.60083,38.122728,15.9994,54.8,1204,1149.2,340.986,345.2056,54.8,1,16,15,10.4,6.72,16,2,6,4,3.2,1.44,2,66,203,137,120.8,65.76,66,0.82,3.44,2.62,2.454,1.1832,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,3,3,0.6,0.96,0,1,6,5,4.8,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,11,11,2.2,3.52,0,1,11,10,3.6,2.96,2,9.105,73.10666667,64.00166667,27.21933333,21.7372,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Pr0+1 K0+1 O0+3,0,0,0,0
CuThO3,Cu,Th,4.462,4.462,4.462,90,90,90,0,cubic,17.768,-0.029,-1.294,-1.922,0.943,Cu1 Th1 O3,8,90,82,28.6,24.72,8,16,87,71,68.2,22.56,87,15.9994,232.03806,216.03866,68.716452,65.3286432,15.9994,54.8,2023,1968.2,709.034,785.0808,54.8,3,16,13,12.4,4.32,16,2,7,5,3.4,1.68,2,66,206,140,107.2,49.44,66,1.3,3.44,2.14,2.704,0.8832,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,0,0,0,0,0,4,11,7,6.6,1.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,1,8,7,3,2,2,9.105,32.37,23.265,14.151,7.2876,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,Cu2+1 Th4+1 O2-3,-2,4,6,3.380617019
ZrBO3,Zr,B,3.419,3.419,3.419,90,90,90,0,cubic,7.996,0,4.306,-1.921,1.162,Zr1 B1 O3,5,40,35,13.8,10.48,8,44,87,43,75.4,13.92,87,10.811,91.224,80.413,30.00664,24.486944,15.9994,54.8,2348,2293.2,928.08,1047.936,54.8,4,16,12,13,3.6,16,2,5,3,2.6,0.96,2,66,175,109,91.4,33.44,66,1.33,3.44,2.11,2.738,0.8424,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,2,2,0.4,0.64,0,0,0,0,0,0,0,3,6,3,5,1.2,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.8,2.16,2,7.1725,23.195,16.0225,11.5365,4.6634,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Zr3+1 B3+1 O2-3,-2,3,5,3.273268354
LiReO3,Li,Re,5.309,5.309,5.309,57.9,57.9,57.9,0,rhombohedral,10.067,0.003,3.622,-1.921,0.067,Li1 Re1 O3,3,75,72,20.4,21.84,8,1,87,86,63.2,28.56,87,6.941,186.207,179.266,48.22924,55.191104,15.9994,54.8,3459,3404.2,815.418,1057.4328,54.8,1,16,15,11.2,5.76,16,2,6,4,2.8,1.28,2,66,151,85,95.4,35.28,66,0.98,3.44,2.46,2.64,0.96,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,14,14,2.8,4.48,0,1,21,20,8,5.2,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,1,5,4,2.4,1.04,2,9.105,16.59333333,7.488333333,11.71266667,3.1292,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Li+1 Re5+1 O2-3,-2,5,7,3.683941988
PmAgO3,Pm,Ag,5.547,6.017,7.895,90,90,90,0,orthorhombic,13.176,0,-0.098,-1.92,0.031,Pm1 Ag1 O3,8,61,53,26.4,22.08,8,21,87,66,69.4,21.12,87,15.9994,145,129.0006,60.17328,53.008656,15.9994,54.8,1373,1318.2,554.466,599.5992,54.8,3,16,13,12.4,4.32,16,2,6,4,3.4,1.68,2,66,199,133,108.4,50.88,66,1.155,3.44,2.285,2.681,0.9108,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,5,5,1,1.6,0,6,11,5,7.2,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,9,9,1.8,2.88,0,1,9,8,3.2,2.32,2,9.105,33.8425,24.7375,15.4975,7.671,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Pm3+1 Ag3+1 O2-3,-2,3,5,3.273268354
PbSmO3,Pb,Sm,4.429,4.429,4.429,90,90,90,0,cubic,17.381,-0.008,-1.183,-1.919,0.548,Pb1 Sm1 O3,8,82,74,33.6,30.72,8,23,87,64,73,20,87,15.9994,207.2,191.2006,81.11164,78.134688,15.9994,54.8,1345,1290.2,422.002,440.6424,54.8,3,16,13,13,4,16,2,6,4,3.6,1.92,2,66,198,132,108.4,50.88,66,1.17,3.44,2.27,2.764,0.8112,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,14,14,4,4.8,0,6,28,22,10.8,6.88,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,2,8,6,3.6,1.92,2,9.105,33.23,24.125,17.731,10.3512,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,85.4,88.08,12,Pb4+1 Sm2+1 O2-3,-2,4,6,3.380617019
NbGaO3,Nb,Ga,5.317,5.486,7.241,90,90,90,0,orthorhombic,10.56,0.4,-0.13,-1.916,0.429,Nb1 Ga1 O3,8,41,33,19.2,13.44,8,47,87,40,76.4,12.72,87,15.9994,92.90638,76.90698,42.125516,31.3513392,15.9994,54.8,2750,2695.2,643.462,842.6152,54.8,5,16,11,13.2,3.36,16,2,5,3,3,1.2,2,66,164,98,96.8,36.96,66,1.6,3.44,1.84,2.746,0.8328,3.44,1,2,1,1.8,0.32,2,0,4,4,2.6,1.68,4,0,10,10,2.8,3.36,0,0,0,0,0,0,0,5,13,8,7.2,2.32,6,0,1,1,0.2,0.32,0,0,5,5,2.2,1.12,2,0,6,6,1.2,1.92,0,0,0,0,0,0,0,2,7,5,3.6,1.92,2,9.105,18.8575,9.7525,12.8705,4.5186,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,65.8,65.28,12,Nb3+1 Ga3+1 O2-3,-2,3,5,3.273268354
SbTmO3,Sb,Tm,4.229,4.229,4.229,90,90,90,0,cubic,15.13,0,-2.008,-1.915,0.841,Sb1 Tm1 O3,8,69,61,28.8,24.96,8,37,87,50,76.6,15.84,87,15.9994,168.93421,152.93481,67.738482,62.0868984,15.9994,54.8,1818,1763.2,577.236,626.9232,54.8,3,16,13,13.2,4.08,16,2,6,4,3.4,1.68,2,66,190,124,105.4,47.28,66,1.25,3.44,2.19,2.724,0.8592,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,13,13,2.6,4.16,0,6,15,9,9.6,4.32,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,1,1,0.2,0.32,0,1,3,2,2,0.4,2,9.105,31.56,22.455,17.731,10.3512,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Sb3+1 Tm3+1 O2-3,-2,3,5,3.273268354
PuSbO3,Pu,Sb,4.215,4.215,4.215,90,90,90,0,cubic,14.979,1.151,0.475,-1.915,0.692,Pu1 Sb1 O3,8,94,86,33.8,30.96,8,24,87,63,74,20,87,15.9994,244,228.0006,82.75164,80.102688,15.9994,54.8,913,858.2,396.236,409.7232,54.8,3,16,13,13.2,4.08,16,2,7,5,3.6,1.92,2,66,187,121,104.8,46.56,66,1.28,3.44,2.16,2.73,0.852,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,6,6,1.2,1.92,0,6,15,9,8.2,2.72,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,2,8,6,3.4,1.84,2,9.105,31.56,22.455,15.391,7.5432,9.105,0,0,0,0,0,0,0,0.318003638,0.318003638,0.063600728,0.101761164,0,11,166,155,42.6,49.36,12,Pu3+1 Sb3+1 O2-3,-2,3,5,3.273268354
AgTiO3,Ag,Ti,5.41,5.418,7.512,90,90,90,0,orthorhombic,11.01,0.006,-0.16,-1.915,0.137,Ag1 Ti1 O3,8,47,39,18.6,12.72,8,43,87,44,73.8,15.84,87,15.9994,107.8682,91.8688,40.74668,29.696736,15.9994,54.8,1941,1886.2,668.066,735.9192,54.8,4,16,12,12.6,4.08,16,2,5,3,3,1.2,2,66,160,94,100.6,41.52,66,1.54,3.44,1.9,2.758,0.8184,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,0,0,0,0,0,4,11,7,6.6,1.76,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,1,8,7,3,2,2,9.105,16.69,7.585,12.067,3.5544,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,225,213,91,94.8,12,Ag2+1 Ti4+1 O2-3,-2,4,6,3.380617019
RuCeO3,Ru,Ce,5.797,5.9,8.318,90,90,90,0,orthorhombic,14.222,0.002,-7.543,-1.915,0.415,Ru1 Ce1 O3,8,58,50,25.2,20.64,8,15,87,72,66.4,24.72,87,15.9994,140.116,124.1166,57.83684,50.204928,15.9994,54.8,2607,2552.2,768.48,856.416,54.8,3,16,13,11.8,5.04,16,2,6,4,3.4,1.68,2,66,204,138,109.6,52.32,66,1.12,3.44,2.32,2.728,0.8544,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,1,1,0.2,0.32,0,4,8,4,6,0.8,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,13,13,2.6,4.16,0,2,22,20,6.4,6.24,2,9.105,37.24,28.135,15.613,8.6508,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Ru3+1 Ce3+1 O2-3,-2,3,5,3.273268354
PaHgO3,Pa,Hg,5.699,6.204,8.868,90,90,90,0.68,orthorhombic,15.677,0.2,-2.774,-1.915,0.26,Pa1 Hg1 O3,8,91,83,39,37.2,8,18,87,69,70,20.8,87,15.9994,231.03586,215.03646,95.924812,95.9104944,15.9994,54.8,1845,1790.2,448.744,558.5024,54.8,3,16,13,12.6,4.08,16,2,7,5,3.8,2.16,2,66,200,134,106,48,66,1.5,3.44,1.94,2.764,0.8112,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,14,14,3.2,4.32,0,5,26,21,9.8,6.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,12,12,2.4,3.84,0,0,21,21,5.4,6.24,2,9.105,25.23758621,16.13258621,15.54651724,7.72982069,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,166,154,68.2,67.44,12,Pa4+1 Hg2+1 O2-3,-2,4,6,3.380617019
NdSbO3,Nd,Sb,4.238,4.238,4.238,90,90,90,0,cubic,15.219,0,1.8,-1.914,0.764,Nd1 Sb1 O3,8,60,52,27,22.8,8,19,87,68,73,21.6,87,15.9994,144.242,128.2426,62.80004,56.160768,15.9994,54.8,1294,1239.2,472.436,501.1632,54.8,3,16,13,13.2,4.08,16,2,6,4,3.4,1.68,2,66,201,135,107.6,49.92,66,1.14,3.44,2.3,2.702,0.8856,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,4,4,0.8,1.28,0,6,15,9,7.8,2.88,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,10,10,2,3.2,0,2,10,8,3.8,2.48,2,9.105,34.81,25.705,18.737,11.5584,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Nd3+1 Sb3+1 O2-3,-2,3,5,3.273268354
AcRbO3,Ac,Rb,5.98,6.089,11.491,90,90,90,0.599,orthorhombic,20.923,0,-2.002,-1.914,0.444,Ac1 Rb1 O3,8,89,81,30,26.4,8,4,87,83,55.8,37.44,87,15.9994,227,211.0006,72.0932,67.31256,15.9994,54.8,1323,1268.2,359.972,385.2112,54.8,1,16,15,10.4,6.72,16,2,7,5,3.6,1.92,2,66,220,154,126.6,72.72,66,0.82,3.44,2.62,2.448,1.1904,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,1,6,5,4.4,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,90.7225,81.6175,32.51,28.086,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Ac0+1 Rb0+1 O0+3,0,0,0,0
SiThO3,Si,Th,4.541,4.541,4.541,90,90,90,0,cubic,18.723,0,1.893,-1.914,1.568,Si1 Th1 O3,8,90,82,25.6,25.76,8,16,87,71,71,22,87,15.9994,232.03806,216.03866,61.624352,68.1654832,15.9994,54.8,2023,1968.2,774.88,864.096,54.8,3,16,13,13,4,16,2,7,5,3.2,1.52,2,66,206,140,103,44.4,66,1.3,3.44,2.14,2.704,0.8832,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,2,2,0.4,0.64,0,0,0,0,0,0,0,4,6,2,5.2,0.96,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,9.105,32.37,23.265,16.025,8.304,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,97.6,102.72,12,Si0+1 Th0+1 O0+3,0,0,0,0
TeZrO3,Te,Zr,4.173,4.173,4.173,90,90,90,0,cubic,14.536,0,1.661,-1.913,0.66,Te1 Zr1 O3,8,52,44,23.2,18.24,8,44,90,46,79,14,87,15.9994,127.6,111.6006,53.36444,44.838048,15.9994,54.8,2128,2073.2,603.012,657.8544,54.8,4,16,12,13.6,3.84,16,2,5,3,3.2,1.44,2,66,175,109,102.2,43.44,66,1.33,3.44,2.11,2.75,0.828,3.44,2,2,0,2,0,2,0,4,4,3.2,1.28,4,0,10,10,2.4,3.04,0,0,0,0,0,0,0,4,16,12,7.6,3.36,6,0,0,0,0,0,0,0,2,2,1.6,0.64,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.2,1.92,2,9.105,34.76333333,25.65833333,17.05466667,9.5396,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,194,182,76.4,77.28,12,Te4+1 Zr2+1 O2-3,-2,4,6,3.380617019
CrVO3,Cr,V,3.754,3.754,3.754,90,90,90,0,cubic,10.584,0.89,1.672,-1.913,0.643,Cr1 V1 O3,8,24,16,14.2,7.44,8,46,87,41,71.2,18.96,87,15.9994,51.9961,35.9967,30.18716,17.025312,15.9994,54.8,2183,2128.2,905.48,1020.816,54.8,5,16,11,11.8,5.04,16,2,4,2,2.8,0.96,2,66,153,87,98,38.4,66,1.63,3.44,1.81,2.722,0.8616,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1.6,1.92,0,0,0,0,0,0,0,5,6,1,5.8,0.32,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,2.4,2.88,0,0,0,0,0,0,0,2,7,5,3.8,2.16,2,9.105,13.01,3.905,10.303,1.4376,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,Cr3+1 V3+1 O2-3,-2,3,5,3.273268354
